client_id,name,type_of_property,edrpou_code,ipn_code,address,phone_number,contact_person,other_details
400,Client400,Residential,,809281813,805 Elm St,9834382060,Person4,Details5
401,Client401,Residential,,279876292,630 Oak St,1214298122,Person2,Details5
402,Client402,Commercial,246332930,,369 Oak St,5112418703,Person38,Details16
403,Client403,Residential,,268788044,502 Market St,8258893846,Person8,Details12
404,Client404,Commercial,429902149,,467 Elm St,7097377516,Person12,Details6
405,Client405,Commercial,640145902,,180 Market St,6777833335,Person17,Details6
406,Client406,Residential,,146389494,991 Elm St,0225451902,Person1,Details12
407,Client407,Commercial,936739034,,430 Pine St,5831264780,Person28,Details8
408,Client408,Commercial,150753329,,522 Market St,6208677386,Person44,Details3
409,Client409,Residential,,191921754,944 Pine St,1292244553,Person7,Details4
410,Client410,Residential,,556632994,583 Pine St,5161469337,Person3,Details4
411,Client411,Residential,,721483872,181 Main St,0314674740,Person40,Details4
412,Client412,Residential,,918229156,592 Main St,0713461962,Person21,Details12
413,Client413,Residential,,808566208,623 Main St,0863612401,Person46,Details17
414,Client414,Residential,,765694627,254 Main St,5318064465,Person11,Details17
415,Client415,Commercial,222078009,,543 Oak St,1902284770,Person33,Details4
416,Client416,Residential,,147389261,968 Elm St,1533600239,Person48,Details6
417,Client417,Residential,,879919376,384 Market St,1525478631,Person31,Details19
418,Client418,Residential,,697451478,606 Oak St,6013518507,Person1,Details3
419,Client419,Commercial,110006171,,8 Elm St,9113876386,Person26,Details8
420,Client420,Residential,,206983255,231 Elm St,7581540415,Person31,Details2
421,Client421,Residential,,176515959,572 Elm St,0177315026,Person26,Details1
422,Client422,Commercial,219802520,,188 Main St,0533784724,Person16,Details9
423,Client423,Residential,,509112231,666 Oak St,0634404727,Person23,Details6
424,Client424,Residential,,176386100,456 Pine St,0896476203,Person46,Details11
425,Client425,Residential,,896806523,376 Market St,7042017241,Person43,Details1
426,Client426,Residential,,100225724,245 Pine St,9449170540,Person22,Details14
427,Client427,Residential,,411705477,600 Main St,5767972115,Person16,Details20
428,Client428,Residential,,792938347,294 Oak St,2512610932,Person3,Details13
429,Client429,Residential,,391968955,219 Elm St,5441300625,Person46,Details11
430,Client430,Commercial,704962860,,886 Oak St,8925165224,Person8,Details4
431,Client431,Residential,,970184713,935 Oak St,8312910346,Person20,Details18
432,Client432,Residential,,102409867,742 Elm St,0719046030,Person21,Details5
433,Client433,Residential,,657208610,72 Market St,0065276431,Person1,Details5
434,Client434,Commercial,814323827,,624 Elm St,2377750024,Person43,Details16
435,Client435,Commercial,301353572,,407 Pine St,1191151058,Person49,Details20
436,Client436,Commercial,150035637,,646 Pine St,3648891710,Person34,Details16
437,Client437,Residential,,164853902,384 Market St,6855527185,Person50,Details8
438,Client438,Residential,,805855687,661 Oak St,3838644372,Person17,Details5
439,Client439,Commercial,714331167,,273 Elm St,2592671475,Person26,Details12
440,Client440,Residential,,815821297,159 Elm St,0197082098,Person43,Details4
441,Client441,Residential,,657734245,977 Pine St,4715404139,Person12,Details11
442,Client442,Residential,,790838730,840 Market St,3662994790,Person41,Details20
443,Client443,Commercial,677680760,,982 Oak St,4324961239,Person46,Details1
444,Client444,Residential,,980446979,454 Main St,0055011909,Person37,Details3
445,Client445,Residential,,285874817,64 Pine St,4299800227,Person25,Details8
446,Client446,Commercial,612694308,,85 Oak St,5737638269,Person29,Details17
447,Client447,Residential,,976718887,431 Main St,1155413519,Person48,Details5
448,Client448,Residential,,862756063,793 Pine St,3002294066,Person43,Details1
449,Client449,Residential,,336573898,735 Main St,3931473390,Person34,Details3
450,Client450,Commercial,988396994,,245 Elm St,3324019157,Person6,Details1
451,Client451,Commercial,574064238,,235 Main St,5615479904,Person36,Details13
452,Client452,Commercial,411496233,,13 Market St,7433127545,Person26,Details1
453,Client453,Commercial,516168240,,930 Market St,2303601236,Person10,Details17
454,Client454,Residential,,975835286,418 Main St,3089314912,Person16,Details4
455,Client455,Commercial,389717631,,612 Elm St,3457692933,Person34,Details9
456,Client456,Commercial,760941644,,310 Elm St,2651517759,Person24,Details3
457,Client457,Commercial,905771942,,413 Pine St,6760663226,Person12,Details14
458,Client458,Commercial,193102863,,745 Pine St,2904748490,Person35,Details18
459,Client459,Residential,,327208062,524 Market St,4998888679,Person15,Details4
460,Client460,Residential,,190109401,11 Elm St,8095048796,Person4,Details20
461,Client461,Commercial,561277624,,350 Main St,9776249627,Person39,Details14
462,Client462,Commercial,166029368,,824 Pine St,9067648463,Person15,Details6
463,Client463,Residential,,300882984,568 Main St,3673327142,Person33,Details11
464,Client464,Residential,,967538457,151 Elm St,9712728082,Person10,Details8
465,Client465,Commercial,611185173,,549 Pine St,8345607512,Person48,Details3
466,Client466,Residential,,787091949,385 Elm St,5252668076,Person26,Details10
467,Client467,Residential,,460473775,594 Elm St,8449354469,Person1,Details5
468,Client468,Commercial,561015975,,661 Main St,4160698241,Person15,Details7
469,Client469,Commercial,863550062,,195 Market St,3122236552,Person32,Details10
470,Client470,Residential,,515668570,449 Oak St,3470673340,Person27,Details16
471,Client471,Residential,,744180540,158 Elm St,4637170505,Person15,Details9
472,Client472,Residential,,620201673,86 Elm St,2816004632,Person15,Details2
473,Client473,Residential,,136248877,456 Market St,6559062359,Person40,Details3
474,Client474,Residential,,326066310,533 Pine St,5551910298,Person43,Details2
475,Client475,Residential,,169141222,384 Pine St,7343319652,Person13,Details17
476,Client476,Residential,,513734226,299 Elm St,6818586610,Person9,Details3
477,Client477,Residential,,769500340,163 Main St,6161635597,Person29,Details18
478,Client478,Residential,,768122770,121 Market St,0500023896,Person5,Details1
479,Client479,Residential,,637952028,437 Market St,9470765988,Person40,Details9
480,Client480,Commercial,125540359,,610 Elm St,6695736706,Person46,Details14
481,Client481,Commercial,791376294,,850 Elm St,8767637187,Person19,Details9
482,Client482,Residential,,376688806,950 Main St,7351839110,Person32,Details3
483,Client483,Commercial,282760539,,344 Oak St,0740611754,Person10,Details6
484,Client484,Residential,,746699103,534 Market St,2699418253,Person7,Details19
485,Client485,Residential,,304319401,408 Market St,2477608124,Person23,Details4
486,Client486,Residential,,998675683,248 Market St,4742675770,Person4,Details14
487,Client487,Residential,,691238606,806 Oak St,7339979342,Person9,Details18
488,Client488,Commercial,903474444,,670 Main St,8562445378,Person25,Details19
489,Client489,Residential,,805187952,867 Market St,1514579467,Person21,Details14
490,Client490,Residential,,979551043,69 Market St,7024713376,Person15,Details11
491,Client491,Residential,,714698657,550 Pine St,4017280183,Person26,Details4
492,Client492,Commercial,481946230,,55 Elm St,9722364860,Person48,Details3
493,Client493,Residential,,664178691,545 Pine St,2318424118,Person19,Details20
494,Client494,Residential,,669413321,256 Pine St,9457250760,Person15,Details6
495,Client495,Residential,,742724833,729 Market St,4854282684,Person5,Details10
496,Client496,Residential,,573692334,553 Elm St,4450173342,Person9,Details12
497,Client497,Commercial,853341634,,816 Main St,9552180101,Person15,Details20
498,Client498,Residential,,603585171,128 Main St,8574590499,Person2,Details16
499,Client499,Residential,,640341021,772 Oak St,3156934006,Person34,Details12
500,Client500,Residential,,482462542,242 Market St,0059502937,Person40,Details12
501,Client501,Residential,,282597457,64 Oak St,8457161350,Person18,Details20
502,Client502,Commercial,520379334,,248 Elm St,4312619915,Person26,Details5
503,Client503,Residential,,524744424,300 Market St,6136158414,Person36,Details8
504,Client504,Residential,,610492377,260 Main St,8971183306,Person4,Details4
505,Client505,Residential,,100056014,221 Market St,9831623860,Person11,Details17
506,Client506,Residential,,982784466,700 Oak St,6658139950,Person12,Details19
507,Client507,Residential,,221525849,125 Elm St,0584620312,Person30,Details1
508,Client508,Residential,,462367556,234 Pine St,2482064692,Person34,Details14
509,Client509,Residential,,466842752,719 Market St,6672491597,Person28,Details1
510,Client510,Residential,,119358376,270 Pine St,6107819319,Person42,Details1
511,Client511,Residential,,216273627,208 Elm St,6102635132,Person35,Details4
512,Client512,Commercial,470698138,,903 Main St,8165759848,Person26,Details11
513,Client513,Residential,,523127427,432 Oak St,3041391513,Person45,Details8
514,Client514,Commercial,199157657,,997 Main St,6284410154,Person14,Details12
515,Client515,Residential,,779213248,464 Oak St,9579044598,Person4,Details20
516,Client516,Residential,,198765103,870 Pine St,7655765922,Person18,Details17
517,Client517,Residential,,751702557,243 Oak St,1582360154,Person7,Details6
518,Client518,Residential,,901984101,110 Pine St,3798730613,Person11,Details7
519,Client519,Commercial,121853184,,824 Elm St,2317206684,Person20,Details8
520,Client520,Residential,,335695618,109 Main St,2068839400,Person31,Details12
521,Client521,Residential,,852933652,280 Pine St,5640957011,Person41,Details18
522,Client522,Residential,,919848259,700 Market St,8244131535,Person7,Details10
523,Client523,Residential,,130235454,818 Elm St,3987871564,Person12,Details5
524,Client524,Residential,,245558298,654 Pine St,9977713291,Person50,Details2
525,Client525,Residential,,732420949,638 Market St,2620706554,Person3,Details11
526,Client526,Commercial,607766583,,39 Oak St,4756105439,Person18,Details2
527,Client527,Residential,,177400824,92 Oak St,3998083158,Person26,Details1
528,Client528,Residential,,626481719,62 Oak St,8935330235,Person27,Details14
529,Client529,Residential,,645161304,691 Main St,2201136487,Person12,Details1
530,Client530,Residential,,499881018,576 Main St,9856007756,Person3,Details5
531,Client531,Commercial,922949582,,334 Main St,9673450499,Person33,Details11
532,Client532,Commercial,967631005,,136 Elm St,0707584471,Person14,Details2
533,Client533,Commercial,516208445,,630 Elm St,9374266841,Person8,Details2
534,Client534,Residential,,785145029,197 Oak St,6273115077,Person38,Details11
535,Client535,Residential,,105678093,680 Main St,4774724444,Person42,Details15
536,Client536,Residential,,361951646,928 Main St,0720538034,Person50,Details13
537,Client537,Commercial,835402936,,444 Oak St,3814745450,Person12,Details18
538,Client538,Commercial,381808552,,226 Oak St,6266219989,Person22,Details15
539,Client539,Residential,,292789260,908 Oak St,7076569539,Person7,Details19
540,Client540,Residential,,646962785,555 Oak St,0840938004,Person18,Details2
541,Client541,Residential,,742547819,100 Pine St,5990570595,Person11,Details3
542,Client542,Commercial,990697115,,636 Pine St,6516463243,Person37,Details12
543,Client543,Residential,,241398398,465 Oak St,3422701150,Person26,Details15
544,Client544,Residential,,451488748,702 Pine St,4718381828,Person42,Details15
545,Client545,Residential,,946432067,879 Oak St,2602192348,Person2,Details10
546,Client546,Residential,,328214970,946 Elm St,1016877998,Person40,Details3
547,Client547,Commercial,124665706,,67 Pine St,4251725831,Person50,Details3
548,Client548,Commercial,367746915,,895 Oak St,5503962665,Person20,Details9
549,Client549,Residential,,269602925,455 Oak St,6981659553,Person17,Details6
550,Client550,Commercial,684006909,,411 Pine St,3011020844,Person40,Details12
551,Client551,Residential,,834285856,424 Pine St,9780488986,Person41,Details2
552,Client552,Residential,,694164950,686 Pine St,0014327063,Person10,Details18
553,Client553,Residential,,869047942,686 Market St,6852082082,Person33,Details3
554,Client554,Commercial,106495553,,600 Pine St,6413433079,Person15,Details7
555,Client555,Residential,,905996205,860 Main St,3095683414,Person36,Details7
556,Client556,Residential,,967250192,836 Oak St,9249761216,Person19,Details17
557,Client557,Commercial,482903831,,894 Oak St,9143477856,Person13,Details3
558,Client558,Residential,,836778126,986 Market St,2718631191,Person9,Details11
559,Client559,Commercial,298231444,,933 Elm St,7518802370,Person22,Details17
560,Client560,Residential,,346022460,468 Market St,8836309703,Person44,Details5
561,Client561,Residential,,499473041,544 Elm St,6788132496,Person7,Details12
562,Client562,Commercial,928824690,,888 Oak St,6700874452,Person43,Details17
563,Client563,Commercial,496596202,,410 Oak St,7515891620,Person13,Details11
564,Client564,Residential,,386494205,607 Elm St,3733691779,Person40,Details3
565,Client565,Residential,,716224036,411 Main St,1754468548,Person11,Details6
566,Client566,Residential,,656038836,819 Pine St,6447727728,Person21,Details10
567,Client567,Residential,,407813842,952 Main St,5689935875,Person43,Details10
568,Client568,Residential,,951729385,418 Pine St,6091257128,Person49,Details12
569,Client569,Commercial,807689979,,313 Main St,0394204770,Person37,Details11
570,Client570,Residential,,322971375,825 Elm St,6602890950,Person50,Details7
571,Client571,Commercial,568536829,,95 Main St,4581985868,Person13,Details17
572,Client572,Residential,,649388660,274 Market St,2754796180,Person6,Details5
573,Client573,Residential,,625031129,942 Market St,4660773251,Person9,Details2
574,Client574,Residential,,824082716,824 Oak St,1968635909,Person7,Details14
575,Client575,Residential,,544823375,953 Main St,6423730636,Person20,Details18
576,Client576,Commercial,728367951,,534 Main St,4876004022,Person11,Details3
577,Client577,Residential,,327277475,327 Pine St,5980793946,Person47,Details8
578,Client578,Residential,,859478091,322 Oak St,7474312737,Person21,Details14
579,Client579,Residential,,578244042,97 Main St,6303340197,Person42,Details2
580,Client580,Residential,,529017757,356 Market St,8864153952,Person1,Details6
581,Client581,Commercial,529289003,,453 Oak St,7251524770,Person49,Details18
582,Client582,Residential,,134292507,996 Oak St,7877933247,Person19,Details10
583,Client583,Residential,,911119447,323 Oak St,6771251801,Person9,Details7
584,Client584,Residential,,703416138,640 Main St,7205477371,Person36,Details5
585,Client585,Residential,,236027383,568 Pine St,5105914112,Person27,Details15
586,Client586,Residential,,342318853,720 Main St,0710168209,Person30,Details8
587,Client587,Residential,,259717162,673 Main St,7411063476,Person43,Details19
588,Client588,Residential,,246402690,692 Main St,7093768179,Person39,Details15
589,Client589,Residential,,204704176,877 Pine St,4753743546,Person18,Details17
590,Client590,Residential,,378844954,480 Main St,5748087854,Person35,Details8
591,Client591,Residential,,499047130,133 Oak St,1942347985,Person8,Details2
592,Client592,Commercial,170825285,,68 Market St,9307005184,Person36,Details2
593,Client593,Residential,,863461510,530 Main St,0688703562,Person35,Details9
594,Client594,Residential,,410626491,436 Oak St,2666646450,Person9,Details5
595,Client595,Commercial,370036630,,934 Market St,1195975111,Person34,Details14
596,Client596,Commercial,575327372,,85 Oak St,6015874962,Person36,Details6
597,Client597,Residential,,759637119,667 Main St,7597930410,Person34,Details13
598,Client598,Commercial,880624041,,837 Main St,6136583140,Person13,Details18
599,Client599,Residential,,867212650,656 Elm St,4380681857,Person30,Details13
600,Client600,Residential,,977661732,333 Elm St,1389032262,Person38,Details10
601,Client601,Commercial,873623314,,94 Pine St,0296128855,Person49,Details17
602,Client602,Commercial,606532095,,595 Pine St,9349530710,Person10,Details9
603,Client603,Commercial,845176827,,202 Pine St,3040709410,Person29,Details4
604,Client604,Commercial,527802832,,391 Main St,1984362038,Person13,Details12
605,Client605,Residential,,381057173,706 Oak St,2243966852,Person49,Details12
606,Client606,Commercial,549516876,,702 Market St,0975930962,Person34,Details19
607,Client607,Residential,,409166875,623 Market St,2247415844,Person26,Details12
608,Client608,Residential,,240537005,738 Pine St,2710672694,Person44,Details7
609,Client609,Residential,,558754711,385 Oak St,1652433244,Person50,Details17
610,Client610,Residential,,292290639,872 Market St,2041697576,Person42,Details3
611,Client611,Commercial,400325860,,928 Pine St,7785266211,Person17,Details2
612,Client612,Residential,,135258998,821 Main St,4904219952,Person31,Details13
613,Client613,Residential,,497026510,736 Elm St,3697638204,Person15,Details2
614,Client614,Commercial,408796538,,82 Elm St,1654161673,Person39,Details14
615,Client615,Residential,,111254756,864 Market St,5894801420,Person41,Details17
616,Client616,Residential,,459343339,58 Pine St,5547489449,Person19,Details19
617,Client617,Residential,,378622873,134 Pine St,1453242418,Person32,Details10
618,Client618,Residential,,160553174,866 Main St,3034499990,Person24,Details20
619,Client619,Residential,,155102063,549 Elm St,4688717727,Person15,Details2
620,Client620,Residential,,647854413,830 Elm St,0362615208,Person18,Details11
621,Client621,Commercial,481770212,,539 Market St,2319549464,Person41,Details12
622,Client622,Commercial,838014995,,454 Pine St,4194049516,Person18,Details15
623,Client623,Commercial,263721781,,655 Main St,1581414265,Person40,Details17
624,Client624,Residential,,703148358,931 Market St,0492936946,Person3,Details5
625,Client625,Residential,,753903933,96 Elm St,4165418368,Person42,Details15
626,Client626,Residential,,369436823,434 Pine St,8208685567,Person32,Details7
627,Client627,Commercial,903633098,,444 Elm St,7878459737,Person49,Details7
628,Client628,Residential,,350163669,229 Elm St,4844339888,Person48,Details6
629,Client629,Commercial,940219618,,645 Market St,8626913630,Person34,Details15
630,Client630,Residential,,192155390,937 Main St,0983366160,Person44,Details14
631,Client631,Residential,,413632285,379 Oak St,9290170440,Person33,Details10
632,Client632,Commercial,402185827,,644 Pine St,2297996536,Person10,Details9
633,Client633,Residential,,312857709,38 Pine St,7201982152,Person19,Details8
634,Client634,Commercial,404268300,,285 Elm St,3580748553,Person34,Details2
635,Client635,Residential,,208194796,51 Pine St,5875418288,Person37,Details15
636,Client636,Commercial,519304620,,122 Market St,4970462612,Person28,Details18
637,Client637,Residential,,255054294,88 Market St,1432615693,Person36,Details18
638,Client638,Commercial,891650666,,613 Main St,3944280359,Person21,Details17
639,Client639,Commercial,683947942,,780 Market St,1590870019,Person12,Details2
640,Client640,Residential,,187450786,146 Oak St,8655132634,Person13,Details1
641,Client641,Commercial,845486525,,280 Pine St,1185409604,Person40,Details17
642,Client642,Residential,,727075385,480 Oak St,2781045989,Person18,Details20
643,Client643,Residential,,799437876,437 Oak St,4283321724,Person19,Details6
644,Client644,Residential,,141782634,782 Pine St,0523900469,Person3,Details11
645,Client645,Residential,,225541965,269 Oak St,5707689616,Person47,Details2
646,Client646,Commercial,323789014,,432 Pine St,0851892217,Person13,Details15
647,Client647,Commercial,941347252,,525 Main St,9697897632,Person7,Details8
648,Client648,Residential,,492858790,823 Market St,1472164802,Person47,Details20
649,Client649,Commercial,465189745,,439 Elm St,2575439470,Person24,Details8
650,Client650,Residential,,808383926,351 Market St,0615819938,Person11,Details14
651,Client651,Residential,,273686017,593 Main St,9766386206,Person10,Details3
652,Client652,Residential,,278597146,403 Oak St,9153023064,Person40,Details10
653,Client653,Residential,,280425271,940 Pine St,3673575212,Person12,Details12
654,Client654,Commercial,194369336,,86 Elm St,3157625958,Person11,Details3
655,Client655,Residential,,725474285,92 Pine St,0106867078,Person43,Details13
656,Client656,Residential,,523715821,729 Elm St,8182953583,Person40,Details19
657,Client657,Commercial,479863131,,126 Pine St,2374112653,Person21,Details13
658,Client658,Residential,,481051692,149 Market St,3679595934,Person9,Details18
659,Client659,Residential,,790920469,257 Oak St,9332674426,Person32,Details10
660,Client660,Residential,,826371166,484 Oak St,9499865160,Person3,Details5
661,Client661,Residential,,564267294,652 Oak St,1452891042,Person43,Details7
662,Client662,Residential,,220982410,365 Pine St,3546729749,Person19,Details4
663,Client663,Commercial,618536462,,662 Pine St,7696556964,Person39,Details8
664,Client664,Commercial,167113863,,150 Pine St,2536578490,Person29,Details20
665,Client665,Residential,,527052382,26 Elm St,1233020721,Person4,Details6
666,Client666,Residential,,986133292,793 Market St,4235193774,Person19,Details18
667,Client667,Residential,,656118201,700 Pine St,7508304741,Person17,Details19
668,Client668,Commercial,282733347,,922 Elm St,8205588732,Person16,Details11
669,Client669,Residential,,822932922,549 Main St,9384770164,Person13,Details7
670,Client670,Residential,,766642457,384 Oak St,5456906542,Person8,Details8
671,Client671,Residential,,192065713,440 Oak St,8244651011,Person46,Details4
672,Client672,Residential,,216366992,752 Oak St,8828567908,Person7,Details3
673,Client673,Commercial,105151546,,917 Oak St,8739907648,Person49,Details14
674,Client674,Residential,,694578058,911 Elm St,3188466358,Person26,Details20
675,Client675,Residential,,668168844,582 Pine St,3840408897,Person16,Details18
676,Client676,Residential,,900121227,906 Elm St,7475881917,Person19,Details13
677,Client677,Residential,,942292073,410 Market St,2244520756,Person32,Details15
678,Client678,Residential,,488140653,638 Pine St,6112041525,Person30,Details14
679,Client679,Residential,,868656716,876 Oak St,6905040166,Person1,Details13
680,Client680,Residential,,341165645,753 Market St,6309152801,Person7,Details2
681,Client681,Residential,,266774534,728 Market St,1094060820,Person10,Details6
682,Client682,Residential,,546436121,741 Main St,7394265097,Person36,Details17
683,Client683,Commercial,976577627,,31 Oak St,3160345404,Person12,Details13
684,Client684,Commercial,327592694,,182 Elm St,1004905796,Person40,Details6
685,Client685,Commercial,311522454,,773 Elm St,3328261343,Person18,Details6
686,Client686,Residential,,795844768,461 Pine St,3232220037,Person42,Details7
687,Client687,Commercial,730727345,,85 Market St,4010560203,Person37,Details8
688,Client688,Residential,,375593214,959 Market St,1636325421,Person32,Details5
689,Client689,Commercial,534400653,,946 Oak St,6845016925,Person5,Details4
690,Client690,Commercial,372201170,,956 Main St,0176321840,Person30,Details1
691,Client691,Residential,,956496110,934 Elm St,9204812476,Person5,Details11
692,Client692,Commercial,497827036,,906 Oak St,9894056754,Person27,Details19
693,Client693,Commercial,311584875,,475 Elm St,1699954389,Person20,Details1
694,Client694,Commercial,184904649,,689 Elm St,5733471508,Person8,Details13
695,Client695,Residential,,638263991,902 Elm St,4299750627,Person17,Details6
696,Client696,Residential,,605743763,397 Market St,2661148839,Person2,Details7
697,Client697,Residential,,482849237,913 Main St,1037788996,Person47,Details6
698,Client698,Commercial,963454555,,212 Pine St,7064815610,Person15,Details14
699,Client699,Commercial,437994424,,866 Oak St,5566136279,Person10,Details17
700,Client700,Commercial,953912992,,515 Elm St,3868169732,Person45,Details7
701,Client701,Residential,,681847644,375 Market St,4229150503,Person31,Details20
702,Client702,Residential,,684618244,47 Main St,0307871654,Person46,Details11
703,Client703,Commercial,649447531,,823 Pine St,7733921519,Person50,Details20
704,Client704,Residential,,196085675,511 Market St,2053414788,Person2,Details1
705,Client705,Residential,,364717278,485 Main St,5097074679,Person38,Details15
706,Client706,Residential,,378917498,219 Elm St,4340587542,Person35,Details7
707,Client707,Residential,,242436626,50 Oak St,3634127169,Person12,Details15
708,Client708,Residential,,585904677,729 Elm St,0208336090,Person7,Details2
709,Client709,Residential,,116629335,285 Market St,2707890209,Person40,Details2
710,Client710,Residential,,110590574,235 Elm St,4086335071,Person7,Details19
711,Client711,Residential,,371497477,165 Pine St,9616869596,Person1,Details10
712,Client712,Residential,,248696351,263 Market St,1585679322,Person39,Details9
713,Client713,Residential,,167711257,816 Main St,4094876568,Person34,Details16
714,Client714,Residential,,150906037,562 Oak St,7981553391,Person25,Details9
715,Client715,Commercial,643177731,,297 Elm St,9363676045,Person23,Details20
716,Client716,Residential,,235402067,708 Main St,8814871232,Person19,Details2
717,Client717,Commercial,706939183,,280 Oak St,5905101434,Person44,Details10
718,Client718,Residential,,165045646,351 Main St,6443558089,Person19,Details10
719,Client719,Commercial,212797212,,125 Oak St,9758721689,Person21,Details15
720,Client720,Residential,,581791301,195 Elm St,6290799478,Person48,Details1
721,Client721,Commercial,267122364,,665 Pine St,3189711101,Person11,Details18
722,Client722,Residential,,653596120,271 Elm St,3418117830,Person47,Details20
723,Client723,Commercial,653692732,,583 Oak St,8185016342,Person35,Details10
724,Client724,Residential,,906709528,316 Market St,6181652577,Person16,Details17
725,Client725,Residential,,878666977,125 Market St,9768063082,Person21,Details12
726,Client726,Residential,,821943646,920 Elm St,0319625715,Person8,Details11
727,Client727,Residential,,697451613,799 Oak St,1376491915,Person37,Details5
728,Client728,Residential,,516929938,353 Oak St,5230229619,Person32,Details12
729,Client729,Residential,,422131331,404 Main St,5213376174,Person17,Details13
730,Client730,Commercial,110194715,,308 Pine St,9352857845,Person30,Details8
731,Client731,Residential,,738218370,366 Market St,8432919702,Person18,Details19
732,Client732,Commercial,344111078,,598 Main St,1834778214,Person32,Details6
733,Client733,Commercial,609529595,,778 Pine St,2355623244,Person40,Details20
734,Client734,Residential,,352424128,536 Main St,2794871309,Person4,Details10
735,Client735,Residential,,568410360,981 Oak St,6801305810,Person12,Details7
736,Client736,Residential,,321061629,659 Pine St,1409348833,Person38,Details4
737,Client737,Commercial,546150171,,492 Pine St,9709917471,Person8,Details12
738,Client738,Residential,,992700726,890 Oak St,8709644376,Person30,Details5
739,Client739,Commercial,440544204,,688 Market St,8661237243,Person23,Details19
740,Client740,Residential,,614202490,734 Elm St,2361720101,Person39,Details17
741,Client741,Residential,,393517442,638 Elm St,9776949233,Person9,Details11
742,Client742,Residential,,898250355,239 Pine St,6933260159,Person23,Details16
743,Client743,Residential,,674821166,915 Main St,2286998278,Person14,Details20
744,Client744,Commercial,792926740,,760 Pine St,4197992675,Person35,Details14
745,Client745,Residential,,618988034,913 Oak St,4206884734,Person3,Details12
746,Client746,Residential,,359546131,703 Main St,6947056495,Person39,Details18
747,Client747,Residential,,275059890,760 Market St,7579977588,Person32,Details18
748,Client748,Residential,,993123302,431 Elm St,7287791170,Person47,Details16
749,Client749,Residential,,248820017,501 Oak St,4292023859,Person40,Details16
750,Client750,Residential,,763154497,718 Main St,4018043330,Person32,Details4
751,Client751,Residential,,122896862,105 Main St,4402464464,Person44,Details12
752,Client752,Commercial,833278696,,44 Elm St,7270131633,Person48,Details12
753,Client753,Residential,,992449347,69 Market St,5128921245,Person41,Details6
754,Client754,Residential,,424083965,156 Elm St,0737104228,Person34,Details14
755,Client755,Commercial,574028797,,661 Oak St,4940493252,Person35,Details14
756,Client756,Residential,,304363939,516 Market St,3393887710,Person45,Details14
757,Client757,Commercial,964370220,,251 Oak St,8913505263,Person23,Details6
758,Client758,Residential,,271279549,8 Market St,0952862457,Person37,Details19
759,Client759,Residential,,553942777,88 Main St,4641700492,Person3,Details5
760,Client760,Residential,,983558154,552 Oak St,2662292362,Person28,Details4
761,Client761,Residential,,930120071,812 Main St,4571477259,Person32,Details12
762,Client762,Residential,,484068203,382 Elm St,1688672205,Person7,Details10
763,Client763,Residential,,588154895,751 Pine St,3451516476,Person1,Details6
764,Client764,Commercial,362046966,,524 Market St,5527793233,Person4,Details10
765,Client765,Residential,,110987618,69 Oak St,7145686348,Person31,Details6
766,Client766,Commercial,884994818,,927 Market St,7603456431,Person39,Details10
767,Client767,Residential,,131337891,326 Main St,0709822172,Person5,Details10
768,Client768,Commercial,957108687,,131 Pine St,2978206820,Person5,Details14
769,Client769,Commercial,948461370,,679 Oak St,2388591302,Person27,Details7
770,Client770,Residential,,609600702,980 Oak St,4645011530,Person19,Details7
771,Client771,Residential,,298198050,839 Market St,9808019684,Person47,Details2
772,Client772,Residential,,647953303,745 Market St,5360598773,Person1,Details3
773,Client773,Commercial,372830155,,73 Pine St,9195980560,Person44,Details11
774,Client774,Commercial,172165044,,359 Market St,6677361987,Person44,Details13
775,Client775,Residential,,202613278,473 Market St,8213666856,Person36,Details19
776,Client776,Residential,,449737036,473 Pine St,4720320438,Person6,Details13
777,Client777,Residential,,977072651,450 Main St,6338694525,Person20,Details6
778,Client778,Commercial,757121242,,912 Main St,4503121037,Person36,Details1
779,Client779,Residential,,272386201,990 Market St,5942400808,Person32,Details6
780,Client780,Residential,,649886957,907 Main St,8970195270,Person39,Details2
781,Client781,Commercial,155792076,,527 Oak St,2655344529,Person35,Details7
782,Client782,Residential,,113707219,664 Pine St,6971584868,Person9,Details10
783,Client783,Commercial,922433815,,428 Market St,5655981645,Person30,Details13
784,Client784,Commercial,894515254,,886 Main St,6186623451,Person34,Details9
785,Client785,Commercial,122028481,,283 Pine St,8320034322,Person36,Details19
786,Client786,Commercial,362856926,,861 Oak St,9557358504,Person16,Details6
787,Client787,Residential,,603381384,657 Pine St,0927028805,Person3,Details7
788,Client788,Residential,,753002255,840 Elm St,2502013683,Person35,Details1
789,Client789,Commercial,171391545,,422 Market St,5448780173,Person21,Details19
790,Client790,Commercial,471096874,,256 Main St,1374976068,Person19,Details10
791,Client791,Residential,,614083324,411 Oak St,4983085167,Person24,Details9
792,Client792,Residential,,630788728,720 Main St,0530037284,Person48,Details3
793,Client793,Residential,,602308926,181 Main St,0609364031,Person1,Details2
794,Client794,Commercial,851688029,,602 Main St,1344111165,Person27,Details17
795,Client795,Residential,,212175143,452 Market St,5662505321,Person28,Details13
796,Client796,Residential,,513741169,331 Market St,3833088213,Person19,Details12
797,Client797,Residential,,290715517,189 Pine St,4237007107,Person28,Details15
798,Client798,Commercial,632371392,,340 Market St,0073787076,Person18,Details16
