violation_id,violation_type,date_time,status,violation_category_id,drivers_licence
388,Driving under the influence,2022-08-11,closed,4,KP-631403-14-28-31-JS
389,Failure to yield,2019-08-12,registered,4,SE-357371-75-75-32-WV
390,Driving under the influence,2023-06-19,registered,4,XL-215809-80-17-80-FB
391,Driving under the influence,2018-06-16,closed,4,LG-700307-38-99-99-DA
392,Reckless driving,2015-06-11,registered,4,AC-311225-77-78-41-PO
393,Running a red light,2015-05-31,registered,4,JG-012437-87-44-92-JH
394,Failure to yield,2018-01-21,registered,4,OS-711498-29-34-62-MU
395,Speeding,2023-05-26,closed,4,HR-762382-01-95-67-QK
396,Reckless driving,2018-05-10,closed,4,HP-710299-20-73-33-JO
397,Driving under the influence,2020-10-08,registered,4,SR-727818-78-81-85-OR
398,Failure to yield,2017-04-03,closed,4,SK-485589-70-07-20-SZ
399,Reckless driving,2018-12-04,closed,4,ZL-684206-28-96-37-ZU
400,Running a red light,2023-10-20,closed,4,VF-620690-49-14-90-TF
401,Driving under the influence,2018-02-16,registered,4,HJ-697271-14-74-18-JZ
402,Driving under the influence,2022-10-26,registered,4,OW-294902-29-00-23-QU
403,Illegal parking,2023-07-24,closed,4,SC-749866-26-17-83-IE
404,Speeding,2017-10-08,registered,4,CM-377712-88-72-25-RL
405,Failure to yield,2020-12-20,closed,4,OD-667874-68-39-48-DF
406,Running a red light,2022-12-20,registered,4,WP-478157-41-38-22-CA
407,Failure to yield,2016-01-17,closed,4,RP-235168-80-96-18-IO
408,Driving under the influence,2022-12-27,registered,4,QP-920924-98-02-01-MU
409,Reckless driving,2015-03-26,registered,4,PV-908039-44-53-85-PL
410,Speeding,2022-08-14,closed,4,YP-664831-05-92-38-AG
411,Speeding,2019-03-23,registered,4,MC-744458-47-31-83-AU
412,Failure to yield,2016-02-08,registered,4,GT-036002-98-43-66-XW
413,Reckless driving,2023-08-09,registered,4,MV-521627-66-85-23-YV
414,Reckless driving,2020-03-01,registered,4,RZ-600485-73-33-56-PR
415,Reckless driving,2018-12-03,closed,4,KT-777439-79-89-27-ZX
416,Running a red light,2022-10-07,closed,4,RW-003970-24-83-57-IE
417,Running a red light,2021-03-12,registered,4,QC-459236-73-26-70-ZW
418,Driving under the influence,2019-07-28,registered,4,NJ-623841-35-99-23-ZB
419,Running a red light,2023-01-21,registered,4,CV-111148-15-35-67-PR
420,Illegal parking,2015-10-21,registered,4,NX-553808-92-28-15-KW
421,Driving under the influence,2022-10-01,registered,4,JB-075284-91-90-65-MM
422,Failure to yield,2018-03-06,registered,4,DS-125703-16-48-95-EN
423,Driving under the influence,2017-07-07,registered,4,AT-917325-52-49-70-KQ
424,Running a red light,2018-10-04,registered,4,LU-489137-10-73-95-CC
425,Illegal parking,2016-06-07,registered,4,RE-188506-14-00-67-NS
426,Failure to yield,2014-08-19,registered,4,KA-336949-43-59-46-TL
427,Speeding,2020-09-23,closed,4,YR-916426-84-29-70-CJ
428,Driving under the influence,2017-07-20,registered,4,US-816240-73-09-90-MR
429,Running a red light,2020-08-15,registered,4,VY-901874-69-36-82-TE
430,Speeding,2019-05-17,registered,4,IQ-305544-06-46-52-WF
431,Failure to yield,2022-03-15,registered,4,CV-670391-03-04-63-OZ
432,Driving under the influence,2023-02-15,registered,4,HZ-063640-77-17-43-PI
433,Reckless driving,2015-02-09,registered,4,QT-439878-57-43-12-NB
434,Speeding,2022-03-11,registered,4,JH-824457-89-51-31-SH
435,Running a red light,2016-10-05,closed,4,MB-046539-58-39-31-ZT
436,Illegal parking,2020-06-09,closed,4,NL-108420-47-83-50-GD
437,Speeding,2021-08-24,registered,4,NF-900437-09-72-63-JJ
438,Failure to yield,2022-12-31,registered,4,HQ-499749-65-65-47-VB
439,Reckless driving,2022-08-08,registered,4,UL-318652-87-96-06-WN
440,Driving under the influence,2016-12-08,closed,4,SG-369546-95-77-30-WJ
441,Failure to yield,2019-02-06,registered,4,LC-785883-85-41-48-IS
442,Failure to yield,2019-09-14,registered,4,LC-775775-01-82-26-MS
443,Driving under the influence,2022-01-30,registered,4,HD-128370-40-23-52-FW
444,Failure to yield,2016-03-21,registered,4,SD-492017-47-53-90-WL
445,Illegal parking,2020-11-30,registered,4,TE-483176-22-90-94-LJ
446,Running a red light,2016-03-26,closed,4,AO-741260-93-93-91-PB
447,Illegal parking,2021-07-05,closed,4,IF-108179-72-07-27-EC
448,Reckless driving,2016-10-15,registered,4,GM-563327-20-07-08-SG
449,Reckless driving,2017-11-13,closed,4,FR-697997-93-32-42-XT
450,Illegal parking,2017-07-15,registered,4,TT-409414-11-76-45-YH
451,Running a red light,2018-12-24,registered,4,JL-836815-64-71-87-XB
452,Illegal parking,2016-09-08,registered,4,QH-846049-71-79-93-VD
453,Illegal parking,2015-03-16,registered,4,BX-227421-66-64-61-AK
454,Driving under the influence,2016-05-17,registered,4,MI-240357-97-77-91-TV
455,Driving under the influence,2020-12-18,closed,4,RN-152737-40-34-50-CP
456,Failure to yield,2022-10-19,closed,4,YJ-519038-44-37-42-HT
457,Failure to yield,2018-10-07,registered,4,ZO-020758-63-70-78-DD
458,Reckless driving,2016-09-29,closed,4,KM-863816-09-88-11-BQ
459,Failure to yield,2019-03-03,registered,4,UQ-839595-77-29-76-CW
460,Running a red light,2015-08-03,closed,4,VR-153071-60-28-30-UP
461,Failure to yield,2023-02-28,registered,4,JY-632966-39-36-34-SL
462,Speeding,2021-09-24,registered,4,TN-093964-13-70-77-KS
463,Speeding,2022-10-23,closed,4,MH-028858-29-26-60-WV
464,Failure to yield,2022-10-11,registered,4,EV-833248-99-56-04-RY
465,Failure to yield,2018-01-23,closed,4,CE-531959-10-95-10-CV
466,Illegal parking,2021-01-13,closed,4,RK-443582-82-93-49-VQ
467,Illegal parking,2018-06-13,registered,4,GH-415038-26-13-56-LP
468,Failure to yield,2021-02-22,closed,4,XJ-788655-27-72-21-GO
469,Driving under the influence,2019-03-11,registered,4,ST-402992-59-76-99-ZR
470,Illegal parking,2018-11-19,registered,4,OU-097982-52-82-20-HS
471,Illegal parking,2019-04-26,registered,4,QH-102892-39-63-30-RI
472,Illegal parking,2021-01-12,registered,4,TF-259101-25-94-64-KG
473,Speeding,2015-06-13,registered,4,ZO-367844-51-17-13-UY
474,Failure to yield,2021-02-26,registered,4,LE-803210-64-94-87-OH
475,Illegal parking,2017-10-26,closed,4,QA-133666-44-80-49-XT
476,Reckless driving,2021-11-14,closed,4,ZJ-476846-64-95-03-FH
477,Illegal parking,2020-06-22,closed,4,AO-190661-23-43-96-IV
478,Running a red light,2017-07-01,registered,4,QO-563329-57-51-61-IH
479,Running a red light,2020-01-17,registered,4,TW-315266-44-84-49-CS
480,Running a red light,2020-08-08,closed,4,KE-654191-69-87-37-PM
481,Illegal parking,2016-03-05,registered,4,VG-241372-47-67-25-UM
482,Speeding,2020-08-28,closed,4,KF-713075-48-06-87-SS
483,Speeding,2015-12-07,registered,4,VJ-577946-10-49-13-OG
484,Failure to yield,2021-06-22,closed,4,ZT-265470-51-77-01-MT
485,Speeding,2014-08-24,closed,4,UG-221516-04-87-79-ES
486,Failure to yield,2016-02-28,closed,4,IX-407521-65-62-15-VG
487,Running a red light,2015-05-02,registered,4,ZF-374326-35-90-15-NX
488,Speeding,2016-11-08,registered,4,PP-527589-37-75-25-JQ
489,Speeding,2018-05-15,registered,4,EM-197001-04-80-16-ET
490,Failure to yield,2021-10-04,registered,4,EI-417829-01-69-57-OT
491,Driving under the influence,2022-11-14,closed,4,OY-146321-60-76-48-LN
492,Speeding,2015-05-31,closed,4,FQ-314362-81-59-77-GW
493,Failure to yield,2018-01-23,registered,4,FX-941709-94-03-11-QN
494,Driving under the influence,2018-12-20,registered,4,SJ-081520-08-67-88-QR
495,Driving under the influence,2021-01-08,registered,4,MT-135793-50-65-13-CD
496,Driving under the influence,2015-02-17,closed,4,HY-016037-82-87-35-RJ
497,Speeding,2019-11-16,registered,4,PL-812072-07-86-72-GA
498,Reckless driving,2020-01-22,registered,4,JR-418824-77-28-77-TP
499,Speeding,2014-11-19,registered,4,HM-090178-88-37-14-DR
500,Running a red light,2014-09-08,registered,4,YW-759363-47-67-12-JP
501,Failure to yield,2016-06-23,registered,4,IR-486793-85-02-16-YQ
502,Driving under the influence,2014-06-10,registered,4,ZW-080265-96-88-88-VU
503,Failure to yield,2020-09-07,closed,4,BC-348385-44-25-28-HC
504,Illegal parking,2018-11-26,closed,4,CC-990352-55-16-98-SY
505,Illegal parking,2015-09-26,registered,4,TR-220982-68-95-25-PZ
506,Speeding,2021-05-23,registered,4,UP-650481-93-25-65-XY
507,Running a red light,2017-11-07,closed,4,FL-483857-94-32-85-QS
508,Failure to yield,2023-10-26,registered,4,ZJ-940569-89-84-03-ME
509,Speeding,2020-11-04,registered,4,XL-488646-88-94-06-PX
510,Driving under the influence,2018-10-22,closed,4,NZ-536542-77-95-40-OW
511,Running a red light,2018-02-15,closed,4,YW-085835-08-65-07-AS
512,Failure to yield,2021-04-25,registered,4,WC-127616-23-92-14-YG
513,Driving under the influence,2016-01-03,registered,4,GQ-392192-89-79-99-FY
514,Illegal parking,2016-04-21,closed,4,QD-917873-68-48-15-BN
515,Failure to yield,2023-01-31,closed,4,HX-068647-43-55-72-QX
516,Driving under the influence,2019-11-04,registered,4,SL-797942-23-90-08-RU
517,Failure to yield,2018-02-23,registered,4,TZ-733609-83-45-31-RY
518,Failure to yield,2023-03-31,registered,4,YL-021525-92-31-10-MS
519,Failure to yield,2021-06-20,closed,4,OS-188252-50-95-24-GV
520,Running a red light,2019-09-05,closed,4,UV-465078-74-86-77-DL
521,Driving under the influence,2019-04-03,closed,4,RT-748267-72-20-08-FK
522,Speeding,2015-07-04,closed,4,PA-054066-29-62-56-QY
523,Illegal parking,2014-10-05,closed,4,ZH-420538-41-42-79-BL
524,Failure to yield,2023-06-17,registered,4,ZY-438424-70-32-74-AO
525,Running a red light,2019-03-02,registered,4,CG-025111-12-49-01-IG
526,Reckless driving,2022-01-28,registered,4,ZI-830608-29-84-27-JN
527,Illegal parking,2019-02-07,closed,4,HJ-187248-29-33-31-ZH
528,Speeding,2015-03-24,closed,4,GA-011942-66-21-84-MV
529,Running a red light,2022-10-05,registered,4,ZN-695745-29-28-22-GS
530,Speeding,2015-01-09,registered,4,PL-862181-22-77-87-RC
531,Reckless driving,2021-03-16,closed,4,IV-655062-11-62-95-XP
532,Failure to yield,2020-11-04,registered,4,OB-417892-99-87-68-LD
533,Speeding,2021-03-07,closed,4,SF-468790-66-30-97-ZW
534,Reckless driving,2019-05-30,registered,4,BB-062572-13-40-68-PX
535,Reckless driving,2019-05-01,registered,4,IG-409204-25-63-85-JK
536,Failure to yield,2022-03-22,closed,4,JC-280965-83-09-31-RV
537,Failure to yield,2021-11-03,closed,4,GB-324235-97-96-53-RZ
538,Illegal parking,2019-09-25,registered,4,FN-545221-02-64-66-BZ
539,Driving under the influence,2020-10-19,closed,4,GA-215000-79-08-85-QD
540,Failure to yield,2022-09-16,closed,4,YT-132236-08-96-48-TE
541,Failure to yield,2017-11-25,closed,4,HP-485687-80-69-04-XP
542,Speeding,2015-03-20,closed,4,ZI-755652-65-85-66-BQ
543,Running a red light,2023-02-15,closed,4,PR-953690-87-03-33-KF
544,Illegal parking,2021-05-31,registered,4,AZ-613823-34-10-69-AS
545,Speeding,2022-04-19,closed,4,TN-363686-17-68-78-NN
546,Failure to yield,2017-12-21,registered,4,VI-473420-02-47-32-RZ
547,Failure to yield,2016-12-22,registered,4,NI-685266-15-85-78-EG
548,Driving under the influence,2020-11-24,registered,4,QQ-519137-64-45-00-XW
549,Illegal parking,2017-10-30,registered,4,XF-496990-54-45-81-KB
550,Speeding,2019-02-17,closed,4,DN-647745-39-37-76-RK
551,Reckless driving,2021-05-20,closed,4,SB-742670-37-30-61-KQ
552,Failure to yield,2018-04-25,registered,4,HU-341514-69-85-66-MO
553,Speeding,2016-02-02,registered,4,DH-281699-15-41-89-PJ
554,Driving under the influence,2019-12-12,registered,4,KM-659975-60-96-62-CQ
555,Speeding,2020-11-18,registered,4,DT-351100-76-67-83-JT
556,Running a red light,2023-03-27,registered,4,GQ-582103-68-32-94-IX
557,Driving under the influence,2014-11-04,closed,4,FB-759918-38-69-52-UY
558,Reckless driving,2014-06-10,registered,4,YQ-813342-00-30-20-QF
559,Running a red light,2019-09-11,registered,4,UG-140192-98-79-07-QP
560,Illegal parking,2016-12-19,registered,4,KZ-420844-27-69-55-FD
561,Speeding,2021-06-17,registered,4,FR-055112-29-46-31-VT
562,Driving under the influence,2014-12-18,registered,4,PV-956397-08-55-06-BM
563,Reckless driving,2015-04-20,registered,4,CR-596512-14-99-43-BQ
564,Failure to yield,2014-11-16,registered,4,VM-154842-26-07-87-VN
565,Reckless driving,2018-10-07,registered,4,IG-392999-39-88-44-YW
566,Running a red light,2016-03-13,registered,4,BC-758956-96-29-65-HF
567,Illegal parking,2023-02-19,registered,4,YP-142179-00-49-57-EV
568,Reckless driving,2014-09-10,closed,4,AN-484071-95-99-31-OK
569,Running a red light,2023-02-09,closed,4,NT-576266-38-67-00-PE
570,Failure to yield,2015-09-16,closed,4,EZ-685400-77-63-03-TT
571,Reckless driving,2018-06-20,registered,4,SI-880835-45-08-88-WZ
572,Speeding,2019-02-04,registered,4,XV-196102-85-74-32-KO
573,Speeding,2014-12-15,closed,4,HX-259844-51-54-72-LY
574,Driving under the influence,2022-08-18,closed,4,MY-313556-86-07-47-WH
575,Speeding,2015-06-03,registered,4,XP-229360-72-31-93-VB
576,Running a red light,2018-07-22,closed,4,VU-557256-91-60-54-GP
577,Running a red light,2019-10-05,registered,4,LX-289919-44-54-26-UL
578,Reckless driving,2019-01-03,registered,4,VB-534221-91-42-01-HJ
579,Running a red light,2017-02-25,registered,4,SR-465975-36-22-74-DV
580,Reckless driving,2014-12-03,registered,4,FP-204022-38-86-15-AB
581,Illegal parking,2017-03-20,registered,4,FZ-686670-45-12-15-BR
582,Reckless driving,2019-06-05,registered,4,WC-801446-98-65-18-YF
583,Failure to yield,2022-06-20,closed,4,CZ-295945-83-35-06-SR
584,Speeding,2019-07-11,registered,4,OL-832559-77-56-28-VM
585,Failure to yield,2019-12-14,registered,4,LJ-241058-39-32-92-DB
586,Failure to yield,2021-01-13,registered,4,OJ-336542-90-55-13-LN
587,Running a red light,2019-11-14,registered,4,XD-361983-09-82-85-ZT
588,Failure to yield,2021-09-23,registered,4,WL-297474-20-80-48-HK
589,Running a red light,2021-12-17,registered,4,CM-387585-44-24-84-YT
590,Running a red light,2019-12-29,closed,4,YK-449780-23-57-29-BS
591,Speeding,2021-10-27,registered,4,NC-322130-99-90-61-AP
592,Speeding,2016-12-20,registered,4,TG-370656-44-36-17-XR
593,Reckless driving,2017-05-04,registered,4,ZZ-712110-47-66-70-NK
594,Reckless driving,2019-02-12,registered,4,AS-601353-41-86-39-IG
595,Speeding,2020-08-14,registered,4,GP-329460-23-38-09-WP
596,Failure to yield,2023-01-03,registered,4,ZF-628654-91-05-10-WE
597,Driving under the influence,2018-05-07,registered,4,DR-457174-40-63-55-MW
598,Illegal parking,2021-05-08,registered,4,EC-849377-85-41-58-SE
599,Running a red light,2016-07-19,registered,4,OT-404266-73-86-84-IO
600,Illegal parking,2019-07-04,registered,4,XM-458919-07-14-75-OM
601,Failure to yield,2014-12-08,registered,4,YV-096767-27-22-95-ZT
602,Illegal parking,2023-06-30,closed,4,ER-367228-41-70-26-IV
603,Reckless driving,2017-05-05,registered,4,BK-020107-47-63-21-XY
604,Reckless driving,2014-10-18,registered,4,EZ-086722-88-95-04-OO
605,Reckless driving,2016-02-13,registered,4,ZN-015465-12-64-09-AA
606,Failure to yield,2015-01-10,registered,4,UX-175743-86-37-52-TD
607,Illegal parking,2014-11-21,closed,4,RL-691383-94-96-27-JA
608,Reckless driving,2019-09-27,registered,4,KX-504111-33-22-84-CX
609,Speeding,2023-04-23,closed,4,JD-725244-17-50-20-LQ
610,Failure to yield,2020-07-25,closed,4,MM-975106-38-41-26-HE
611,Reckless driving,2014-07-13,closed,4,EL-054901-32-15-63-LR
612,Speeding,2022-08-31,registered,4,PE-348974-46-51-56-AS
613,Speeding,2022-07-13,registered,4,OP-328986-04-69-78-NN
614,Driving under the influence,2020-03-28,closed,4,ZO-596860-04-71-17-EF
615,Reckless driving,2019-05-07,registered,4,MH-799907-00-29-49-XM
616,Reckless driving,2016-05-10,registered,4,OD-255239-24-17-91-MN
617,Speeding,2014-11-24,registered,4,NT-330339-83-55-35-KB
618,Illegal parking,2014-11-15,registered,4,CN-763718-07-47-07-KE
619,Speeding,2022-07-06,registered,4,MG-695354-49-13-88-EX
620,Failure to yield,2023-10-18,closed,4,JQ-529474-38-65-87-ON
621,Reckless driving,2018-06-16,closed,4,ZA-050826-87-81-66-PD
622,Illegal parking,2017-05-29,registered,4,UJ-856290-21-95-71-GP
623,Illegal parking,2022-01-08,registered,4,RZ-505024-55-72-15-TQ
624,Driving under the influence,2017-06-03,registered,4,FY-991980-72-99-90-MY
625,Speeding,2016-02-26,closed,4,DZ-524459-33-94-38-WD
626,Illegal parking,2017-01-05,registered,4,DL-850971-99-92-77-BM
627,Speeding,2019-08-02,registered,4,EV-960491-31-05-87-HJ
628,Illegal parking,2023-04-22,closed,4,RR-905475-62-25-45-OC
629,Speeding,2014-06-25,closed,4,FT-338036-01-03-75-NS
630,Speeding,2021-08-27,registered,4,FQ-345500-54-91-36-GP
631,Illegal parking,2015-02-04,closed,4,MC-849241-15-59-41-XN
632,Speeding,2018-10-23,closed,4,HW-288042-14-18-86-WT
633,Reckless driving,2022-11-30,closed,4,SK-107837-06-15-54-LI
634,Illegal parking,2018-08-26,registered,4,XB-383586-70-11-19-IU
635,Driving under the influence,2021-11-02,registered,4,GN-213306-67-38-56-VI
636,Running a red light,2022-07-11,registered,4,AM-923768-18-04-05-KZ
637,Speeding,2018-10-22,registered,4,EW-048741-60-74-51-SB
638,Illegal parking,2017-12-24,registered,4,NF-884543-05-36-49-NV
639,Driving under the influence,2015-12-09,registered,4,FQ-714364-42-92-33-RW
640,Reckless driving,2021-09-08,registered,4,SC-563984-77-25-45-RJ
641,Running a red light,2023-05-29,closed,4,YZ-569049-17-33-58-AV
642,Speeding,2021-05-25,registered,4,MY-320334-79-07-57-GR
643,Reckless driving,2020-02-16,registered,4,MV-075533-01-99-91-UQ
644,Running a red light,2022-05-20,registered,4,XX-658026-03-39-86-ZG
645,Driving under the influence,2016-04-19,registered,4,LJ-479560-29-96-93-BJ
646,Speeding,2017-07-11,registered,4,BW-469244-11-36-06-DH
647,Failure to yield,2018-04-06,registered,4,KH-235289-64-78-49-RA
648,Speeding,2014-07-15,registered,4,XE-645864-58-88-52-UR
649,Reckless driving,2022-03-08,registered,4,ZX-891278-41-03-93-ZN
650,Running a red light,2014-11-08,registered,4,HH-476117-75-13-19-SG
651,Speeding,2021-12-19,closed,4,IJ-939553-67-07-89-VC
652,Driving under the influence,2023-10-09,registered,4,VJ-367836-16-37-70-OO
653,Failure to yield,2018-04-18,closed,4,VP-667488-01-93-56-RX
654,Speeding,2022-10-14,registered,4,SM-638705-80-42-74-OF
655,Illegal parking,2022-07-22,registered,4,AD-150732-82-33-47-YU
656,Failure to yield,2021-04-23,registered,4,ZX-087372-34-68-20-NQ
657,Speeding,2023-10-05,registered,4,SX-175678-92-58-84-SN
658,Running a red light,2023-04-16,registered,4,LO-957692-76-65-09-HN
659,Illegal parking,2021-05-02,registered,4,HR-310476-74-51-17-QG
660,Reckless driving,2015-04-23,registered,4,FK-391326-87-83-00-WI
661,Failure to yield,2015-08-20,closed,4,IW-572996-20-82-27-ML
662,Driving under the influence,2016-04-27,registered,4,FY-373784-72-39-01-BT
663,Failure to yield,2020-11-03,closed,4,QA-374494-93-50-69-GM
664,Running a red light,2016-12-06,registered,4,ZJ-371443-73-92-88-OL
665,Speeding,2018-11-20,closed,4,WN-377869-51-11-93-JL
666,Failure to yield,2014-09-11,closed,4,NF-359666-52-65-91-VE
667,Running a red light,2018-02-08,closed,4,OU-875339-93-57-28-OM
668,Illegal parking,2015-07-11,registered,4,AK-992302-38-97-62-HF
669,Speeding,2018-04-11,registered,4,NH-298930-94-23-49-AC
670,Failure to yield,2016-07-22,registered,4,SC-886025-51-55-72-BC
671,Driving under the influence,2021-03-07,closed,4,IK-454255-45-93-88-UL
672,Illegal parking,2018-12-01,registered,4,SS-382410-31-95-00-YR
673,Illegal parking,2020-01-08,registered,4,RV-964716-32-52-68-BG
674,Speeding,2020-02-20,closed,4,GE-763619-11-94-04-RF
675,Failure to yield,2023-06-01,registered,4,RD-754742-02-98-65-SD
676,Failure to yield,2017-12-26,registered,4,CF-423346-25-97-85-NS
677,Failure to yield,2014-09-14,registered,4,BA-534350-10-02-82-NQ
678,Failure to yield,2016-11-02,closed,4,KT-417107-02-50-78-ID
679,Running a red light,2019-06-25,registered,4,GA-344237-53-25-90-DZ
680,Failure to yield,2022-02-12,registered,4,KU-562659-89-27-22-MI
681,Driving under the influence,2015-11-18,closed,4,LA-204128-18-03-41-HG
682,Driving under the influence,2014-11-02,registered,4,RV-428015-71-41-81-QM
683,Illegal parking,2017-12-15,registered,4,LU-114579-64-12-42-ZU
684,Illegal parking,2021-03-10,closed,4,CS-823815-65-98-42-HW
685,Failure to yield,2015-03-16,registered,4,PA-686263-75-62-45-KU
686,Failure to yield,2023-05-19,closed,4,XU-608797-88-36-27-JF
687,Driving under the influence,2019-06-29,closed,4,ZP-716353-28-13-73-ZU
688,Illegal parking,2020-07-13,registered,4,TP-543161-32-17-12-GY
689,Reckless driving,2022-03-21,registered,4,PC-203348-08-60-66-PS
690,Driving under the influence,2021-08-23,registered,4,GB-693751-87-53-51-LI
691,Illegal parking,2020-02-27,registered,4,SC-251011-42-61-49-VX
692,Driving under the influence,2021-11-02,closed,4,LJ-090745-86-21-03-OS
693,Reckless driving,2015-03-28,closed,4,ZV-058426-51-00-02-SX
694,Illegal parking,2017-03-23,registered,4,CU-633231-31-62-09-NX
695,Reckless driving,2017-04-28,registered,4,OM-664438-43-16-20-RX
696,Speeding,2021-08-30,registered,4,JV-314623-52-79-12-KO
697,Illegal parking,2022-09-26,closed,4,WS-806455-30-60-71-NC
698,Speeding,2020-06-22,registered,4,KI-556438-48-16-85-RI
699,Failure to yield,2022-09-19,registered,4,OH-381383-54-25-27-GF
700,Reckless driving,2018-06-11,registered,4,BK-744673-93-54-00-PY
701,Failure to yield,2016-03-30,registered,4,MC-858645-03-86-96-IN
702,Speeding,2017-05-10,closed,4,TS-509666-13-75-04-PN
703,Reckless driving,2022-09-19,closed,4,GB-182854-80-92-96-HN
704,Failure to yield,2021-03-13,registered,4,HG-400250-59-92-61-CB
705,Driving under the influence,2019-01-25,registered,4,CT-752540-38-33-79-VW
706,Speeding,2016-09-24,registered,4,YV-575355-52-23-44-NY
707,Failure to yield,2017-11-22,registered,4,RG-905420-89-12-30-QR
708,Illegal parking,2016-03-15,closed,4,NY-626414-01-12-83-OE
709,Failure to yield,2015-10-22,closed,4,EQ-573668-67-14-46-BO
710,Driving under the influence,2016-10-02,registered,4,PY-714170-73-86-76-TS
711,Running a red light,2019-05-06,registered,4,TY-731634-39-87-59-MT
712,Running a red light,2017-02-03,closed,4,YO-350396-08-52-40-QI
713,Illegal parking,2020-05-05,registered,4,OT-791735-36-16-62-FN
714,Failure to yield,2014-08-29,registered,4,NT-358205-09-31-34-YR
715,Failure to yield,2019-06-30,registered,4,MY-490141-42-71-50-MX
716,Illegal parking,2017-01-07,closed,4,MJ-089261-44-26-62-AC
717,Speeding,2019-07-06,registered,4,KT-276124-68-59-44-QX
718,Reckless driving,2023-10-25,registered,4,XA-319343-81-70-39-MB
719,Reckless driving,2021-09-08,closed,4,NX-175148-77-03-99-EZ
720,Running a red light,2018-02-12,registered,4,HY-624095-27-16-58-SI
721,Running a red light,2018-11-04,registered,4,AX-167254-24-12-79-LV
722,Running a red light,2014-07-17,registered,4,AZ-441448-80-38-29-BR
723,Running a red light,2019-01-08,closed,4,SX-495927-36-90-49-NY
724,Reckless driving,2017-04-30,registered,4,IY-247771-10-29-37-FL
725,Failure to yield,2019-12-28,registered,4,FO-415167-17-76-85-DJ
726,Driving under the influence,2015-05-16,closed,4,EI-860051-03-58-31-JC
727,Illegal parking,2014-10-27,registered,4,PE-282357-05-46-89-UF
728,Illegal parking,2021-09-29,registered,4,TS-544155-79-53-67-LK
729,Driving under the influence,2017-05-25,closed,4,EY-342430-16-26-76-VV
730,Reckless driving,2023-04-22,registered,4,KH-262787-59-78-66-WR
731,Speeding,2019-10-28,closed,4,GH-201390-64-01-25-NJ
732,Reckless driving,2019-03-07,closed,4,TI-258479-34-43-94-NL
733,Speeding,2022-02-28,closed,4,BR-755929-69-74-31-MG
734,Reckless driving,2022-04-25,registered,4,YJ-145205-48-83-74-HR
735,Running a red light,2016-02-09,registered,4,JO-673594-63-03-41-OO
736,Running a red light,2021-09-01,closed,4,KH-702704-00-09-36-QQ
737,Running a red light,2019-07-20,registered,4,MH-787985-55-89-02-RK
738,Driving under the influence,2022-02-12,closed,4,EB-061739-20-18-96-DQ
739,Illegal parking,2014-06-29,registered,4,YR-392916-46-37-80-BS
740,Failure to yield,2017-06-19,closed,4,SK-113343-18-55-71-QR
741,Running a red light,2019-08-22,registered,4,FM-953460-22-91-11-PT
742,Running a red light,2019-06-14,registered,4,CB-316527-06-60-06-II
743,Driving under the influence,2019-10-26,registered,4,YJ-800542-07-91-30-TM
744,Running a red light,2019-06-22,registered,4,IC-741822-61-62-14-UB
745,Driving under the influence,2018-04-04,registered,4,RE-831119-08-03-13-KA
746,Running a red light,2021-09-02,registered,4,GP-273007-53-56-68-LA
747,Failure to yield,2021-10-29,registered,4,AN-216169-78-09-37-EL
748,Failure to yield,2018-01-11,closed,4,NG-523855-30-02-71-RC
749,Running a red light,2016-04-09,registered,4,PP-100535-80-11-90-EH
750,Driving under the influence,2018-03-05,registered,4,UT-494024-87-72-23-VI
751,Driving under the influence,2021-10-29,closed,4,MI-142224-72-97-28-JC
752,Illegal parking,2015-07-10,closed,4,JF-132687-31-55-47-JF
753,Illegal parking,2019-01-04,registered,4,SI-999039-68-52-93-YA
754,Speeding,2022-10-23,registered,4,CK-856115-19-75-29-LD
755,Speeding,2014-09-30,registered,4,FK-223724-11-18-64-WO
756,Driving under the influence,2017-03-21,registered,4,ZS-424899-02-31-97-VJ
757,Reckless driving,2021-10-13,registered,4,TW-254282-66-90-03-ZJ
758,Reckless driving,2022-01-22,closed,4,YN-204889-83-40-51-MD
759,Speeding,2022-07-07,registered,4,UG-549855-82-76-63-MV
760,Illegal parking,2019-10-06,registered,4,KD-277338-51-09-77-MC
761,Illegal parking,2017-01-21,registered,4,BA-566454-27-21-90-JG
762,Reckless driving,2014-11-17,closed,4,WG-957435-81-61-45-VF
763,Failure to yield,2016-06-21,closed,4,WF-637646-58-88-69-AN
764,Reckless driving,2019-06-27,registered,4,MF-198694-16-98-46-PX
765,Failure to yield,2015-07-02,registered,4,PY-601105-29-91-69-UO
766,Illegal parking,2020-02-09,closed,4,LG-232700-85-96-16-XV
767,Illegal parking,2021-03-02,closed,4,FC-698925-45-62-36-YU
768,Driving under the influence,2015-04-13,registered,4,IX-268647-88-49-97-QK
769,Reckless driving,2016-02-10,registered,4,BZ-641932-79-82-22-JY
770,Failure to yield,2017-12-05,registered,4,NR-019495-69-02-25-WB
771,Speeding,2015-07-22,registered,4,GW-972642-79-68-80-VQ
772,Running a red light,2019-03-09,registered,4,PW-194357-07-23-43-HW
773,Running a red light,2022-05-23,registered,4,DN-533403-38-83-75-KQ
774,Reckless driving,2018-04-14,registered,4,AZ-496708-38-94-05-BB
775,Speeding,2018-01-02,closed,4,BC-895440-09-79-86-FR
