owner_id,name,last_name,address,phone_number,ipn_code
359,Colman,Jeroch,8 Gerald Lane,910-120-9758,FSG5N1U44E
360,Lambert,Peedell,634 Glendale Pass,295-279-3685,7OO682591K
361,Maddie,McNern,45 Debs Trail,435-161-3727,4ZX3612N53
362,Bobbye,Delap,6 Artisan Court,669-853-3557,39692NVZF7
363,Freddie,Lefridge,1 Morrow Road,228-627-9752,F52410RJV5
364,Husain,Yanyshev,8273 Hansons Court,502-118-3370,J2U2E6F672
365,Hal,Challiss,1 Clemons Point,839-237-5832,03X6ZP88Z3
366,Sax,Faccini,47224 Forest Dale Terrace,460-550-4625,AT7O4PJSQG
367,Brannon,Simkiss,05027 Beilfuss Way,388-925-9048,JB63PNL977
368,Dalis,Gardner,361 Atwood Pass,565-212-5294,A97IUSAZQU
369,Drucie,Stitson,392 Messerschmidt Pass,578-509-0482,3W1S07U95N
370,Waylen,Gumey,67 6th Center,610-694-5043,8579CY58B3
371,Rolland,Pallent,11 Forest Run Place,473-506-6657,6JJ2TM17LZ
372,Adey,Jeays,68 Eagan Hill,411-757-5882,AG256YEYZ2
373,Avivah,Fenny,3791 Dorton Avenue,717-426-6073,3174W1ZU2B
374,Chadwick,Iori,4630 Jay Road,971-860-7130,2162X22406
375,Levon,Paxeford,074 Merchant Road,321-492-5621,AE74CU049O
376,Malissa,Wretham,0 Prentice Crossing,329-175-5540,E1R994Q1BY
377,Edi,Conry,3 Buhler Terrace,451-573-4175,PS613Y8R5K
378,Brad,Stienham,9 Waxwing Road,264-100-0243,6OI2N3T17D
379,Walsh,Madden,82 Pearson Court,238-230-0825,X6H6PKE9Q5
380,Hashim,McBrearty,524 Hooker Circle,713-945-1421,IQ8FX53D1C
381,Shermie,Tait,7 Donald Junction,349-900-0517,OSUY27CWUI
382,Luella,Grisewood,8898 Lerdahl Plaza,461-196-4177,315ZL507B6
383,Ursala,Tirte,393 Charing Cross Parkway,208-939-2755,T2IM2BQ1OR
384,Hurley,Helin,2614 Continental Road,446-863-2777,79AS48S172
385,Garland,Baxendale,902 Canary Avenue,340-901-5347,96YGH3H768
386,Curry,Fellenor,0001 Hanson Street,444-329-5360,YOA57N8QL3
387,Hall,Caskie,922 Rieder Pass,792-562-3189,D8FY1CN2F0
388,Vivyan,Winders,71 Dahle Crossing,904-721-0907,X39112J200
389,Gay,Gollard,37312 Steensland Junction,358-608-0610,IE97EP54N5
390,Pansie,Lincey,63 Veith Trail,727-538-1147,99IK36653U
391,Marven,Garham,301 Bunting Circle,781-101-8241,280182HM0Y
392,Trip,O'Reagan,2 Prentice Circle,967-819-3226,Y674JW1H77
393,Cathie,Condon,20314 Lunder Hill,183-229-8818,51G0802725
394,Beatrice,Abela,172 Homewood Alley,334-247-0739,2220825NFO
395,Marjory,Greggor,90 Hayes Center,325-223-0670,0041BIED3O
396,Sal,Hall-Gough,79 Kedzie Place,650-919-6573,2UW85R76M1
397,Chery,Chestle,2 Jana Center,153-864-5135,1W1ZUR2V18
398,Fraze,Adanez,8319 Mariners Cove Court,185-996-5990,5VTP73S3QT
399,Jae,Spraggon,06 Randy Point,974-887-6413,8C9XQ1L7O5
400,Dasha,Beaves,00166 Village Green Junction,243-324-5286,21V2DU5336
